request.type,request.query,request.language,request.unit,location.name,location.country,location.region,location.lat,location.lon,location.timezone_id,location.localtime,location.localtime_epoch,location.utc_offset,current.observation_time,current.temperature,current.weather_code,current.weather_icons,current.weather_descriptions,current.wind_speed,current.wind_degree,current.wind_dir,current.pressure,current.precip,current.humidity,current.cloudcover,current.feelslike,current.uv_index,current.visibility,current.is_day
LatLon,Lat 6.51 and Lon 3.62,en,m,Ikorodu,Nigeria,Lagos,6.617,3.517,Africa/Lagos,2024-12-07 07:08,1733555280,1.0,06:08 AM,25,113,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,5,43,NE,1011,0,89,0,27,0,7,yes
